version,caseid,profile_gender,profile_age,profile_racethnicity,profile_educ5,profile_marital,profile_employ,profile_income,profile_state,profile_region4,profile_region9,profile_metro,profile_internet,profile_housing,profile_home_type,profile_phoneservice,profile_hhsize,profile_hh01,profile_hh25,profile_hh612,profile_hh1317,profile_hh18ov,profile_genhealth,profile_veteran,profile_lgbt,profile_relig,profile_born,profile_lang_other1,profile_newstv,profile_newsradio,profile_newsonline,profile_newsmobile,profile_newskeepup,profile_socmedia1_t,profile_socmedia1_f,profile_socmedia1_i,profile_socmedia1_s,profile_socmedia2_t,profile_socmedia2_f,profile_socmedia2_i,profile_socmedia2_s,profile_hl032,w1congdist,w2congdist,vote20d1
ANES 2020-22 Social Media Study 20230705,2237,2,31,1,3,5,4,9,MI,2,3,0,1,2,1,2,5,0,0,0,0,4,5,2,2,1,2,1,2,1,2,1,2,1,1,1,1,2,1,2,2,1,MI - Congressional District 6,MI - Congressional District 6,1
ANES 2020-22 Social Media Study 20230705,2238,2,64,2,1,5,2,8,IL,2,3,1,0,2,3,3,4,0,0,0,0,4,3,2,2,1,2,2,1,1,1,1,1,2,2,2,2,-1,-1,-1,-1,1,IL - Congressional District 7,IL - Congressional District 7,3
ANES 2020-22 Social Media Study 20230705,2239,2,26,2,3,5,1,7,MI,2,3,1,0,1,1,4,5,0,0,0,0,4,2,2,3,12,2,2,2,1,1,1,4,2,1,1,1,-1,1,1,2,1,MI - Congressional District 14,MI - Congressional District 14,3
ANES 2020-22 Social Media Study 20230705,2240,2,32,4,2,5,1,7,MA,1,1,1,1,2,3,4,2,0,0,0,0,1,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,-1,2,1,2,1,MA - Congressional District 4,MA - Congressional District 4,2
ANES 2020-22 Social Media Study 20230705,2241,2,68,1,3,5,1,13,CA,4,9,1,1,1,2,2,3,0,0,0,0,3,5,2,2,2,2,2,1,2,1,2,2,2,1,2,2,-1,2,-1,-1,1,CA - Congressional District 25,CA - Congressional District 25,2
ANES 2020-22 Social Media Study 20230705,2242,2,65,2,3,1,6,8,GA,3,5,1,1,2,4,2,2,0,0,0,0,2,3,2,2,1,2,2,1,1,1,1,2,2,1,2,1,-1,1,-1,1,1,GA - Congressional District 13,GA - Congressional District 13,2
ANES 2020-22 Social Media Study 20230705,2243,1,48,3,4,1,1,15,TX,3,7,1,1,1,1,3,4,0,0,0,1,3,4,2,-1,1,-1,-1,1,2,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,1,TX - Congressional District 10,TX - Congressional District 10,3
ANES 2020-22 Social Media Study 20230705,2244,2,62,1,3,3,3,10,IL,2,3,1,1,2,3,3,1,0,0,0,0,1,3,2,2,2,2,2,1,2,1,1,1,2,1,2,2,-1,2,-1,-1,2,IL - Congressional District 11,-6,1
ANES 2020-22 Social Media Study 20230705,2245,1,43,4,2,1,1,11,CA,4,9,1,1,2,3,4,6,0,0,0,4,4,3,2,2,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,2,1,CA - Congressional District 29,CA - Congressional District 29,1
ANES 2020-22 Social Media Study 20230705,2246,1,40,1,3,5,1,6,AZ,4,8,1,1,1,1,4,4,0,0,0,0,4,3,2,2,11,-1,-1,2,2,2,1,2,1,1,1,2,-1,-1,-1,-1,1,AZ - Congressional District 7,AZ - Congressional District 7,2
ANES 2020-22 Social Media Study 20230705,2247,1,62,2,1,1,6,3,AL,3,6,1,1,1,1,2,1,0,0,0,0,1,2,2,2,12,1,2,1,1,1,1,1,2,1,2,2,-1,1,-1,-1,1,AL - Congressional District 7,AL - Congressional District 7,2
ANES 2020-22 Social Media Study 20230705,2248,2,80,1,3,1,5,8,GA,3,5,1,1,1,1,2,2,0,0,0,0,2,3,2,2,1,1,1,1,1,1,2,2,2,1,2,2,-1,1,-1,-1,1,GA - Congressional District 8,GA - Congressional District 8,1
ANES 2020-22 Social Media Study 20230705,2249,1,73,1,4,1,5,11,VA,3,5,1,1,1,1,2,4,0,0,0,0,4,3,1,2,1,1,2,1,1,1,2,1,2,2,2,2,-1,-1,-1,-1,1,VA - Congressional District 6,VA - Congressional District 6,1
ANES 2020-22 Social Media Study 20230705,2250,2,60,4,5,5,1,11,CA,4,9,1,1,1,1,4,1,0,0,0,0,1,4,2,4,11,-1,2,1,1,1,2,1,1,1,1,2,2,1,1,-1,1,CA - Congressional District 34,CA - Congressional District 34,3
ANES 2020-22 Social Media Study 20230705,2251,2,61,1,5,1,5,14,MN,2,4,1,1,1,1,2,4,0,0,0,0,4,4,2,1,14,-1,2,1,2,1,1,3,2,1,2,2,-1,1,-1,-1,1,MN - Congressional District 5,MN - Congressional District 6,2
ANES 2020-22 Social Media Study 20230705,2252,1,65,2,4,1,1,11,NY,1,2,1,1,1,3,1,6,0,0,0,0,4,3,2,2,2,2,1,1,2,1,1,3,2,1,2,2,-1,1,-1,-1,1,NY - Congressional District 5,NY - Congressional District 5,2
ANES 2020-22 Social Media Study 20230705,2253,2,23,1,4,6,1,11,UT,4,8,1,1,2,3,4,4,0,0,0,0,4,4,2,1,9,-1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,UT - Congressional District 3,UT - Congressional District 3,2
ANES 2020-22 Social Media Study 20230705,2254,1,80,1,4,2,5,9,OR,4,9,0,1,1,1,4,1,0,0,0,0,1,4,1,2,-7,-1,2,2,2,1,2,2,2,1,2,2,-1,1,-1,-1,1,OR - Congressional District 2,-6,1
ANES 2020-22 Social Media Study 20230705,2255,1,43,1,3,5,1,13,UT,4,8,1,1,1,1,4,1,0,0,0,0,1,4,2,2,9,-1,2,1,2,1,1,2,1,2,1,2,1,-1,1,-1,1,UT - Congressional District 1,UT - Congressional District 1,2
ANES 2020-22 Social Media Study 20230705,2256,2,31,1,4,1,7,10,ID,4,8,1,1,1,1,4,5,0,0,0,0,1,4,2,2,14,1,1,2,2,2,2,3,2,1,2,2,-1,1,-1,-1,1,ID - Congressional District 2,ID - Congressional District 2,1
ANES 2020-22 Social Media Study 20230705,2257,2,30,4,3,1,1,13,TX,3,7,1,1,1,1,2,3,0,0,0,0,3,4,2,2,14,-1,1,2,2,1,1,2,1,1,1,1,2,1,1,2,1,TX - Congressional District 9,TX - Congressional District 36,4
ANES 2020-22 Social Media Study 20230705,2258,1,59,1,5,5,1,10,OH,2,3,1,1,2,3,4,1,0,0,0,0,1,1,2,3,14,-1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,OH - Congressional District 11,OH - Congressional District 11,2
ANES 2020-22 Social Media Study 20230705,2259,1,54,1,4,5,2,15,LA,3,7,1,1,2,3,2,1,0,0,0,0,1,4,2,2,11,-1,2,1,1,1,2,2,1,1,1,2,1,1,1,-1,2,LA - Congressional District 3,LA - Congressional District 3,2
ANES 2020-22 Social Media Study 20230705,2260,1,33,2,2,5,1,10,NY,1,2,1,1,1,1,2,6,0,0,0,4,4,3,2,2,12,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,NY - Congressional District 9,NY - Congressional District 9,2
ANES 2020-22 Social Media Study 20230705,2261,1,41,1,5,1,1,15,TX,3,7,1,1,1,1,4,3,0,1,0,0,2,5,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,1,-1,1,TX - Congressional District 25,TX - Congressional District 25,2
ANES 2020-22 Social Media Study 20230705,2262,2,75,1,3,4,2,5,CA,4,9,1,1,1,2,2,1,0,0,0,0,1,4,2,2,2,2,2,1,1,1,2,1,2,2,2,2,-1,-1,-1,-1,1,CA - Congressional District 53,CA - Congressional District 53,1
ANES 2020-22 Social Media Study 20230705,2263,2,48,1,3,1,2,7,OR,4,9,1,1,2,1,3,4,0,0,0,0,1,1,2,2,12,1,2,1,2,2,2,1,2,2,2,2,-1,-1,-1,-1,1,OR - Congressional District 3,OR - Congressional District 3,1
ANES 2020-22 Social Media Study 20230705,2264,2,29,4,3,1,1,2,NY,1,2,1,0,2,3,4,5,0,2,2,0,1,4,2,2,2,2,1,2,2,2,1,3,2,1,1,1,-1,1,1,1,1,NY - Congressional District 15,NY - Congressional District 15,2
ANES 2020-22 Social Media Study 20230705,2265,2,59,1,4,6,1,13,VA,3,5,1,1,1,1,4,2,0,0,0,0,1,4,2,1,14,-1,2,1,2,1,1,1,1,1,2,2,2,2,-1,-1,1,VA - Congressional District 6,VA - Congressional District 6,2
ANES 2020-22 Social Media Study 20230705,2266,2,74,1,5,1,5,9,OH,2,3,1,1,1,1,2,2,0,0,0,0,2,4,2,2,2,1,2,1,2,1,1,2,2,1,1,1,-1,1,1,1,1,OH - Congressional District 10,OH - Congressional District 10,2
ANES 2020-22 Social Media Study 20230705,2267,1,40,1,3,5,1,11,DE,3,5,1,1,1,1,2,1,0,0,0,0,1,4,2,2,1,1,2,1,2,2,2,3,1,1,2,2,2,2,-1,-1,1,DE - Congressional District (at Large),DE - Congressional District (at Large),1
ANES 2020-22 Social Media Study 20230705,2268,1,61,1,3,1,5,15,AZ,4,8,1,1,1,1,2,2,0,0,0,0,2,3,2,2,1,1,2,2,2,1,1,2,2,1,1,2,-1,2,2,-1,1,AZ - Congressional District 3,AZ - Congressional District 3,1
ANES 2020-22 Social Media Study 20230705,2269,2,79,1,3,3,5,6,IL,2,3,1,1,1,3,4,1,0,0,0,0,1,4,2,2,2,2,2,1,2,2,2,1,2,2,2,2,-1,-1,-1,-1,1,IL - Congressional District 1,IL - Congressional District 1,1
ANES 2020-22 Social Media Study 20230705,2270,2,32,2,1,5,4,2,NY,1,2,1,1,2,1,4,6,0,0,0,0,1,4,2,2,11,-1,2,2,2,2,1,4,2,2,2,2,-1,-1,-1,-1,1,NY - Congressional District 25,NY - Congressional District 25,4
ANES 2020-22 Social Media Study 20230705,2272,2,26,4,3,5,2,6,FL,3,5,1,1,2,2,4,2,0,0,0,0,2,5,2,2,2,2,2,1,2,1,1,2,1,1,1,1,2,2,1,1,1,FL - Congressional District 8,FL - Congressional District 8,1
ANES 2020-22 Social Media Study 20230705,2273,1,41,1,3,3,1,6,NY,1,2,0,1,2,3,4,2,0,0,0,0,1,4,2,2,1,2,-1,-1,-1,-1,-1,-1,1,1,1,2,-1,-1,-1,-1,2,NY - Congressional District 23,NY - Congressional District 23,1
ANES 2020-22 Social Media Study 20230705,2274,1,63,1,5,1,5,13,WA,4,9,1,1,1,1,4,2,0,0,0,0,2,4,1,2,1,2,2,1,2,1,1,2,2,1,2,2,-1,1,-1,-1,1,WA - Congressional District 4,WA - Congressional District 4,1
ANES 2020-22 Social Media Study 20230705,2275,1,59,1,1,2,6,3,TN,3,6,0,1,1,4,4,1,0,0,0,0,1,3,2,2,1,1,2,1,1,1,1,1,2,1,2,2,-1,1,-1,-1,1,TN - Congressional District 2,TN - Congressional District 2,1
ANES 2020-22 Social Media Study 20230705,2276,1,22,1,3,5,7,4,WI,2,3,0,1,2,1,4,3,0,0,0,0,1,4,2,2,12,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,WI - Congressional District 3,WI - Congressional District 3,1
ANES 2020-22 Social Media Study 20230705,2277,2,55,1,5,3,1,5,NY,1,2,1,1,1,1,1,3,0,0,0,2,1,4,2,2,2,2,1,1,1,1,1,1,2,1,2,2,-1,1,-1,-1,1,NY - Congressional District 16,NY - Congressional District 16,2
ANES 2020-22 Social Media Study 20230705,2279,1,50,3,4,1,1,13,VA,3,5,1,1,1,1,2,4,0,0,0,0,4,3,1,2,12,2,1,1,2,1,1,2,2,1,2,2,-1,1,-1,-1,1,VA - Congressional District 2,VA - Congressional District 2,3
ANES 2020-22 Social Media Study 20230705,2280,2,70,1,3,1,5,11,GA,3,5,0,1,1,1,2,3,0,0,0,0,1,3,2,2,1,1,2,1,2,2,2,2,2,1,2,2,-1,1,-1,-1,1,GA - Congressional District 9,GA - Congressional District 9,1
ANES 2020-22 Social Media Study 20230705,2281,2,39,1,2,3,2,2,KS,2,4,0,0,1,1,4,3,0,0,0,0,1,3,2,2,12,1,2,2,2,2,2,2,2,1,1,2,-1,1,2,-1,2,KS - Congressional District 4,KS - Congressional District 4,1
ANES 2020-22 Social Media Study 20230705,2282,2,56,2,3,5,6,3,PA,1,2,1,0,2,1,4,1,0,0,0,0,1,3,2,2,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,-1,1,PA - Congressional District 11,PA - Congressional District 11,2
ANES 2020-22 Social Media Study 20230705,2283,1,40,1,4,1,1,11,WI,2,3,0,1,1,1,4,4,0,0,1,0,3,5,2,2,12,1,2,2,1,1,1,2,2,1,2,2,-1,1,-1,-1,1,WI - Congressional District 3,WI - Congressional District 3,3
ANES 2020-22 Social Media Study 20230705,2284,2,23,4,3,5,1,4,KS,2,4,1,1,2,1,4,4,0,0,0,0,1,4,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,KS - Congressional District 4,-6,4
ANES 2020-22 Social Media Study 20230705,2285,1,41,1,3,1,7,14,CA,4,9,1,1,2,3,4,5,0,1,2,0,2,4,2,2,11,-1,2,2,2,1,1,1,2,2,2,2,-1,-1,-1,-1,1,CA - Congressional District 52,CA - Congressional District 52,2
ANES 2020-22 Social Media Study 20230705,2286,2,43,4,5,1,1,17,NJ,1,2,1,1,1,1,4,2,0,0,0,0,2,5,2,2,2,2,1,2,2,2,1,2,2,2,2,2,-1,-1,-1,-1,1,NJ - Congressional District 12,NJ - Congressional District 12,3
ANES 2020-22 Social Media Study 20230705,2287,2,41,2,1,6,1,4,MI,2,3,1,0,1,1,4,5,0,0,0,2,3,2,2,2,12,1,1,1,2,1,1,1,2,1,1,1,-1,1,2,2,1,MI - Congressional District 14,-6,2
ANES 2020-22 Social Media Study 20230705,2288,2,58,2,2,3,6,2,LA,3,7,0,1,2,1,4,5,0,0,0,0,1,4,2,2,1,1,2,1,2,1,1,1,2,1,2,2,-1,1,-1,-1,1,LA - Congressional District 4,LA - Congressional District 4,2
ANES 2020-22 Social Media Study 20230705,2289,1,37,1,4,5,1,14,GA,3,5,1,1,2,3,4,1,0,0,0,0,1,3,2,2,1,1,2,2,2,1,1,2,2,1,2,2,-1,1,-1,-1,1,GA - Congressional District 8,GA - Congressional District 8,1
ANES 2020-22 Social Media Study 20230705,2290,2,62,1,5,1,1,4,FL,3,5,1,1,1,1,2,2,0,0,0,0,2,3,2,2,12,1,2,1,1,2,2,3,2,2,2,2,-1,-1,-1,-1,1,FL - Congressional District 17,FL - Congressional District 17,1
ANES 2020-22 Social Media Study 20230705,2291,1,32,3,3,5,1,9,OR,4,9,1,1,2,3,5,2,0,0,0,0,2,3,2,2,14,-1,2,2,2,2,2,2,2,1,2,2,-1,1,-1,-1,1,OR - Congressional District 4,OR - Congressional District 4,1
ANES 2020-22 Social Media Study 20230705,2292,1,70,1,2,6,5,10,NJ,1,2,1,1,1,1,3,3,0,0,0,0,3,4,1,2,2,2,2,1,1,1,2,2,2,2,2,2,-1,-1,-1,-1,1,NJ - Congressional District 7,NJ - Congressional District 7,1
ANES 2020-22 Social Media Study 20230705,2293,2,56,2,3,1,1,5,LA,3,7,1,1,1,1,4,5,0,0,0,0,4,5,2,2,12,1,2,1,2,1,1,2,2,1,1,2,-1,1,1,-1,2,LA - Congressional District 3,LA - Congressional District 3,2
ANES 2020-22 Social Media Study 20230705,2294,1,70,1,5,1,5,18,CT,1,1,1,1,1,1,2,4,0,0,0,1,3,4,2,2,11,-1,2,1,2,1,1,2,2,1,1,2,-1,1,2,-1,1,CT - Congressional District 4,-6,2
ANES 2020-22 Social Media Study 20230705,2295,2,64,1,5,3,1,3,GA,3,5,1,1,2,3,4,1,0,0,0,0,1,3,2,2,14,1,2,1,2,2,1,2,2,2,2,2,-1,-1,-1,-1,2,GA - Congressional District 2,GA - Congressional District 2,2
ANES 2020-22 Social Media Study 20230705,2296,1,38,1,3,5,6,1,KY,3,6,0,0,2,3,4,1,0,0,0,0,1,3,2,2,14,-1,2,1,1,1,1,1,2,1,2,2,-1,1,-1,-1,1,KY - Congressional District 3,KY - Congressional District 2,3
ANES 2020-22 Social Media Study 20230705,2297,2,56,2,3,3,4,6,GA,3,5,1,0,2,1,4,3,0,0,0,1,2,4,2,2,1,1,2,1,2,1,1,2,2,1,2,2,-1,1,-1,-1,1,GA - Congressional District 2,GA - Congressional District 2,2
ANES 2020-22 Social Media Study 20230705,2298,1,56,1,5,3,1,13,IL,2,3,0,1,1,1,4,1,0,0,0,0,1,5,2,2,1,2,2,2,1,1,1,1,2,1,2,2,-1,1,-1,-1,1,IL - Congressional District 16,IL - Congressional District 16,2
ANES 2020-22 Social Media Study 20230705,2299,1,56,1,2,1,1,13,WI,2,3,1,1,1,1,2,3,0,0,0,0,3,4,2,2,2,2,2,1,1,1,1,1,2,2,2,2,-1,-1,-1,-1,1,WI - Congressional District 1,WI - Congressional District 1,2
ANES 2020-22 Social Media Study 20230705,2300,1,63,1,4,1,1,11,OH,2,3,0,1,1,1,4,3,0,0,0,0,3,2,2,2,12,1,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,1,OH - Congressional District 7,OH - Congressional District 7,1
ANES 2020-22 Social Media Study 20230705,2301,1,70,3,4,1,5,12,UT,4,8,1,1,1,1,2,4,0,0,0,0,4,3,1,2,14,-1,2,1,2,1,2,1,2,2,2,2,-1,-1,-1,-1,1,UT - Congressional District 1,UT - Congressional District 1,2
ANES 2020-22 Social Media Study 20230705,2302,1,42,4,4,1,1,11,FL,3,5,1,1,1,3,4,4,0,0,0,0,4,5,2,2,1,1,1,2,2,1,1,2,2,1,1,2,-1,2,1,-1,1,FL - Congressional District 25,FL - Congressional District 25,1
ANES 2020-22 Social Media Study 20230705,2303,2,62,1,2,1,5,12,CO,4,8,1,1,1,1,4,2,0,0,0,0,2,4,2,2,12,1,2,1,1,1,2,1,2,2,2,2,-1,-1,-1,-1,1,CO - Congressional District 5,CO - Congressional District 5,1
ANES 2020-22 Social Media Study 20230705,2304,2,58,1,3,5,5,18,CA,4,9,1,1,1,1,4,6,0,1,0,0,4,4,2,2,12,2,2,1,2,1,1,3,1,1,1,2,1,1,1,-1,1,CA - Congressional District 49,CA - Congressional District 49,1
ANES 2020-22 Social Media Study 20230705,2305,2,59,4,2,2,2,14,NJ,1,2,1,1,2,3,4,2,0,0,0,0,2,4,2,2,2,2,1,1,1,1,1,2,2,1,1,2,-1,1,1,-1,1,NJ - Congressional District 9,NJ - Congressional District 9,2
ANES 2020-22 Social Media Study 20230705,2306,1,41,2,3,5,1,9,TN,3,6,1,1,1,1,4,1,0,0,0,0,1,3,2,2,1,2,2,1,2,2,2,2,2,1,1,2,-1,1,2,-1,2,TN - Congressional District 9,TN - Congressional District 9,2
ANES 2020-22 Social Media Study 20230705,2307,1,30,1,3,5,1,6,NY,1,2,0,1,2,3,4,2,0,0,0,0,2,3,2,2,12,2,-1,2,1,1,1,4,2,1,2,2,-1,-1,-1,-1,1,NY - Congressional District 23,NY - Congressional District 23,3
ANES 2020-22 Social Media Study 20230705,2308,1,64,1,3,5,5,1,AZ,4,8,1,0,1,4,4,1,0,0,0,0,1,4,2,2,9,-1,2,2,2,2,2,2,1,1,-7,-7,2,2,-1,-1,1,AZ - Congressional District 4,AZ - Congressional District 4,2
ANES 2020-22 Social Media Study 20230705,2309,2,37,1,3,5,4,2,OH,2,3,1,1,2,1,4,6,0,0,0,3,4,3,2,3,12,1,2,1,1,2,1,1,2,1,2,2,-1,1,-1,-1,1,OH - Congressional District 7,OH - Congressional District 7,3
ANES 2020-22 Social Media Study 20230705,2310,2,38,1,2,6,2,9,OH,2,3,1,1,1,1,4,6,0,0,0,2,4,4,2,2,2,2,2,1,1,1,1,2,2,1,1,2,-1,1,2,-1,2,OH - Congressional District 13,OH - Congressional District 13,1
ANES 2020-22 Social Media Study 20230705,2311,2,74,1,2,2,5,4,ND,2,4,0,1,2,3,4,1,0,0,0,0,1,3,2,2,2,2,2,1,2,1,1,2,2,2,2,2,-1,-1,-1,-1,1,ND - Congressional District (at Large),ND - Congressional District (at Large),2
ANES 2020-22 Social Media Study 20230705,2312,1,44,1,5,1,2,11,MN,2,4,1,1,1,1,4,4,0,0,1,1,2,4,2,2,12,1,2,2,2,2,2,3,2,1,2,2,-1,1,-1,-1,1,MN - Congressional District 2,MN - Congressional District 2,3
ANES 2020-22 Social Media Study 20230705,2313,1,53,1,2,1,1,13,MI,2,3,0,0,1,1,4,2,0,0,0,0,1,3,1,2,1,1,2,2,2,1,2,2,2,1,2,2,-1,1,-1,-1,1,MI - Congressional District 6,MI - Congressional District 6,1
ANES 2020-22 Social Media Study 20230705,2314,1,69,1,4,1,5,11,OH,2,3,1,1,1,1,4,2,0,0,0,0,1,4,2,2,11,-1,2,1,2,1,1,1,2,2,2,2,-1,-1,-1,-1,1,OH - Congressional District 5,OH - Congressional District 5,2
ANES 2020-22 Social Media Study 20230705,2315,2,69,1,1,3,5,9,NV,4,8,1,1,1,1,2,1,0,0,0,0,1,4,2,2,1,2,2,-7,1,1,1,1,1,2,2,2,1,-1,-1,-1,1,NV - Congressional District 2,NV - Congressional District 2,2
ANES 2020-22 Social Media Study 20230705,2316,1,68,1,5,1,1,14,OH,2,3,1,1,1,1,4,2,0,0,0,0,2,4,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,1,-1,-1,1,OH - Congressional District 10,OH - Congressional District 10,2
ANES 2020-22 Social Media Study 20230705,2317,1,58,2,3,1,1,13,OH,2,3,1,1,1,1,4,5,0,0,0,1,4,2,1,2,1,2,2,1,1,1,1,1,1,2,2,2,1,-1,-1,-1,1,OH - Congressional District 16,OH - Congressional District 16,2
ANES 2020-22 Social Media Study 20230705,2318,1,75,1,4,1,5,10,WI,2,3,0,1,1,1,3,2,0,0,0,0,1,3,1,2,2,2,2,1,2,1,1,2,2,2,2,2,-1,-1,-1,-1,1,WI - Congressional District 7,WI - Congressional District 7,2
ANES 2020-22 Social Media Study 20230705,2319,1,56,2,4,3,1,9,GA,3,5,0,0,1,1,4,1,0,0,0,0,1,5,2,2,1,1,1,2,1,1,1,2,2,1,2,2,-1,1,-1,-1,1,GA - Congressional District 8,-6,1
ANES 2020-22 Social Media Study 20230705,2320,2,50,1,5,1,1,14,WI,2,3,0,0,1,1,4,3,0,0,0,1,2,3,2,2,11,-1,2,1,2,1,1,2,1,1,1,1,2,1,1,2,1,WI - Congressional District 3,WI - Congressional District 3,2
ANES 2020-22 Social Media Study 20230705,2321,2,51,4,3,4,1,7,TX,3,7,0,1,1,1,4,6,0,0,1,1,4,4,2,2,2,2,1,1,2,1,1,1,2,1,2,2,-1,1,-1,-1,1,TX - Congressional District 19,TX - Congressional District 19,2
ANES 2020-22 Social Media Study 20230705,2322,1,31,1,3,1,1,8,CA,4,9,1,1,1,3,4,6,0,0,4,0,3,2,2,2,1,1,2,1,1,2,1,2,2,1,1,2,-1,1,1,-1,1,CA - Congressional District 1,CA - Congressional District 1,1
ANES 2020-22 Social Media Study 20230705,2323,1,56,3,5,1,1,17,WA,4,9,1,1,1,1,2,2,0,0,0,0,2,4,2,2,2,1,2,2,1,1,1,2,2,1,2,2,-1,1,-1,-1,1,WA - Congressional District 1,-6,2
ANES 2020-22 Social Media Study 20230705,2324,1,60,1,2,3,1,12,NJ,1,2,1,1,1,1,4,3,0,0,0,0,3,5,2,2,2,2,2,2,2,1,1,1,2,1,2,2,-1,1,-1,-1,1,NJ - Congressional District 12,NJ - Congressional District 12,2
ANES 2020-22 Social Media Study 20230705,2325,1,38,1,3,3,1,10,WA,4,9,1,1,2,1,4,3,0,0,0,0,3,3,2,2,11,-1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,2,WA - Congressional District 5,WA - Congressional District 5,2
ANES 2020-22 Social Media Study 20230705,2326,1,22,1,3,5,7,12,TN,3,6,1,1,1,1,2,4,0,0,0,0,4,4,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,TN - Congressional District 5,TN - Congressional District 5,1
ANES 2020-22 Social Media Study 20230705,2327,2,60,4,2,1,1,12,IN,2,3,1,1,1,1,4,2,0,0,0,0,1,3,2,2,2,2,2,2,1,2,2,3,2,1,2,2,-1,1,-1,-1,1,IN - Congressional District 6,IN - Congressional District 6,1
ANES 2020-22 Social Media Study 20230705,2328,1,80,1,4,1,5,13,CA,4,9,1,1,1,2,2,2,0,0,0,0,2,3,2,2,2,2,2,1,2,2,2,1,2,2,2,2,-1,-1,-1,-1,1,CA - Congressional District 19,CA - Congressional District 19,2
ANES 2020-22 Social Media Study 20230705,2329,1,36,4,4,1,1,14,MD,3,5,1,1,1,2,4,4,0,0,2,0,2,3,2,2,1,1,1,2,2,1,1,4,1,1,2,2,2,1,-1,-1,1,MD - Congressional District 6,MD - Congressional District 6,1
ANES 2020-22 Social Media Study 20230705,2330,2,64,1,3,1,5,13,ME,1,1,0,0,1,1,4,2,0,0,0,0,1,2,2,1,11,-1,2,1,2,1,1,1,2,2,2,2,-1,-1,-1,-1,1,ME - Congressional District 2,ME - Congressional District 2,2
ANES 2020-22 Social Media Study 20230705,2331,1,77,1,2,1,5,8,MN,2,4,0,1,1,1,2,2,0,0,0,0,1,4,1,2,2,2,2,1,2,2,2,3,2,2,2,2,-1,-1,-1,-1,1,MN - Congressional District 1,MN - Congressional District 1,1
ANES 2020-22 Social Media Study 20230705,2332,2,55,1,3,3,1,9,TN,3,6,1,1,2,1,2,1,0,0,0,0,1,3,1,2,1,2,2,1,2,2,2,2,2,1,2,2,-1,-7,-1,-1,1,TN - Congressional District 7,TN - Congressional District 7,1
ANES 2020-22 Social Media Study 20230705,2333,2,59,1,5,4,1,13,NV,4,8,1,1,2,3,4,2,0,0,0,0,2,2,2,2,11,-1,2,2,2,1,1,3,2,1,2,2,-1,2,-1,-1,1,NV - Congressional District 2,NV - Congressional District 2,2
ANES 2020-22 Social Media Study 20230705,2334,2,26,1,4,1,1,14,TX,3,7,1,1,1,1,2,4,0,0,0,0,4,5,2,2,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,TX - Congressional District 17,TX - Congressional District 17,2
ANES 2020-22 Social Media Study 20230705,2335,2,64,1,3,1,1,5,WI,2,3,1,1,1,2,2,2,0,0,0,0,2,4,2,2,1,1,2,1,2,2,2,3,2,2,2,2,-1,-1,-1,-1,1,WI - Congressional District 1,WI - Congressional District 1,1
ANES 2020-22 Social Media Study 20230705,2336,2,45,3,2,5,1,10,NV,4,8,1,1,2,1,2,5,0,0,0,0,1,2,2,2,11,-1,2,1,2,2,2,2,2,1,1,2,-1,1,1,-1,1,NV - Congressional District 3,NV - Congressional District 3,2
ANES 2020-22 Social Media Study 20230705,2337,1,73,1,4,1,5,12,MN,2,4,1,1,1,2,3,2,0,0,0,0,2,3,1,2,2,2,2,1,2,2,2,1,2,2,2,2,-1,-1,-1,-1,1,MN - Congressional District 6,MN - Congressional District 6,2
ANES 2020-22 Social Media Study 20230705,2338,1,76,1,4,1,5,11,WV,3,5,0,1,1,1,3,2,0,0,0,0,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,-1,-1,-1,-1,1,WV - Congressional District 1,WV - Congressional District 1,1
ANES 2020-22 Social Media Study 20230705,2339,1,56,1,4,5,1,12,IL,2,3,1,1,1,3,4,1,0,0,0,0,1,4,2,1,1,1,2,2,2,1,1,2,2,1,1,2,-1,1,1,-1,1,IL - Congressional District 4,IL - Congressional District 4,2
ANES 2020-22 Social Media Study 20230705,2340,2,55,1,3,3,6,9,TN,3,6,1,1,2,3,2,2,0,0,0,0,2,3,1,2,12,2,2,2,2,2,2,2,2,1,2,2,-1,1,-1,-1,1,TN - Congressional District 1,-6,2
